household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID3207,128.52,139,20.92470629025252,25,25,0,2,68.5,68.5,54,83,165,0,0,2,Female,Sinhala,Roman Catholicism,Widowed,Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,35,427.06,1,1,1,1,1,0,1,0,1,1,1500,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC A,100000,Cement Block,NA,Smart meter,FALSE,FALSE,3.378414445808737
ID3208,67.28,66,11.973999610266684,25,25,0,5,48.6,36,34,70,70.4,3,4,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Employer,14,218,1,0,0,1,1,0,0,0,0,0,1400,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,85000,Brick,NA,Smart meter,FALSE,FALSE,0.468102756193872
ID3209,26.16,39,23.396367239381416,25,25,10,1,26,26,26,26,7,0,1,0,Male,Sri Lankan Moor/Muslim,Islam,Never married,Passed Grade 9,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1312,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,40000,Cement Block,NA,Non smart meter,FALSE,FALSE,-2.205291389206083
ID3210,97.64,97,12.338557452149743,25,25,0,4,34,34,16,52,117.5,2,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 8,NA,NA,11,219.2,1,1,0,0,1,0,0,0,0,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,75000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.09435546458130836
ID3211,59.28,56,21.502945534662608,25,25,0,4,36,36.5,18,53,107.5,2,1,3,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Semi government employee,3,14,0,0,0,0,0,0,0,0,0,0,175,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,10000,Cement Block,NA,Smart meter,FALSE,FALSE,-2.7877613497544496
ID3212,66.44,65,12.436773429363958,25,25,0,5,25,18,8,43,106,1,4,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Own account worker,7,182.25,1,1,0,0,0,0,0,0,0,0,900,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,85000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.46481672313525957
ID3213,130.56,130,10.977552854195997,25,25,0,3,48,40,38,66,118.33333333333331,0,1,2,Male,Sinhala,Other Christian denominations,Never married,Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,24,224.41,1,1,1,0,0,0,1,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,80000,Cement Block,NA,Smart meter,FALSE,FALSE,1.6292453521877668
ID3214,158.04,159,16.68202625582396,25,25,0,4,39.25,39,22,57,140.25,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Service worker and shop and market sales worker,Employer,15,210.33,1,1,1,0,1,0,0,0,0,0,1224,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,20000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.2757037677172237
ID3215,111.75,118,22.78300281769952,25,24,0,3,49.333333333333336,55,32,61,133.33333333333334,2,1,2,Male,Sinhala,Other Christian denominations,Currently married (registered),PhD,"Legislator, senior official, and manager",Private sector employee,12,186.25,1,1,0,0,0,0,0,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,35000,Cabook,NA,Smart meter,FALSE,FALSE,-0.22378585341874213
ID3216,171.58333333333334,212.5,103.00614132912249,25,12,2,6,25.833333333333332,21.5,3,48,134.33333333333334,1,1,5,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 7,Professional,Private sector employee,5,11,0,1,0,0,0,0,0,0,0,0,3000,1,"No, I am living on rent and the rent is paid by the employer.",Single House - Single Floor,SEC D,35000,Cement Block,NA,Non smart meter,FALSE,FALSE,-1.1800321970923453
ID3217,146.52,147,13.943696305738545,25,25,0,5,45,49,19,82,129.2,1,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Employer,27,248.91,1,1,0,0,1,0,0,0,0,0,2500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Cement Block,NA,Smart meter,FALSE,FALSE,3.3281341413260312
ID3218,121.36,119,24.2605303596878,25,25,0,6,27.666666666666668,24,1,52,121.66666666666669,2,4,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 10,Elementary occupation,Private sector employee,10,189.25,1,1,0,0,1,0,0,0,0,0,1224,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,35000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.6039201914675599
ID3220,125.28,127,26.79633059456711,25,25,0,5,40.8,46,15,70,108.2,2,2,3,Female,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Clerk,Government employee,17,203.5,1,1,0,0,1,0,1,0,1,0,2000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,75000,Brick,NA,Non smart meter,FALSE,FALSE,0.7642141923026132
ID3221,79.48,93,33.225391896359426,25,25,0,6,24.333333333333332,21.5,1,63,120.83333333333331,3,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,14,278.75,1,1,0,0,1,0,0,0,0,0,400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC D,70000,Wood / Takaran / Asbestos,NA,Non smart meter,FALSE,FALSE,0.20543491792409838
ID3222,379.8,383,111.13580281199512,25,25,0,3,51.666666666666664,61,32,62,148,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,40,423.5,1,1,1,0,1,0,1,1,0,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,NA,Smart meter,FALSE,TRUE,3.949825339185626
ID3223,133.8,132,13.4412301024373,25,25,0,5,29.2,22,16,45,123,2,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Technician and associate professional,Own account worker,17,199.48,1,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,70000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.26303850682775415
ID3224,99.6,100,8.86942313043338,25,25,0,4,31,31.5,0,61,155.125,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Service worker and shop and market sales worker,Semi government employee,8,177.25,1,0,0,0,0,0,0,0,0,0,544,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.9462876838104575
ID3225,120.12,79,73.6994572571603,25,25,0,1,72,72,72,72,147,1,1,0,Male,Sinhala,Buddhism,Widowed,Passed Grade 1,Service worker and shop and market sales worker,Own account worker,6,23.5,0,1,0,0,0,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,36000,Brick,NA,Smart meter,FALSE,FALSE,-1.6650819122641072
ID3226,31.64,31,6.237520875048569,25,25,0,1,44,44,44,44,48,1,1,0,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Clerk,Government employee,9,179,1,1,0,0,1,1,0,0,1,0,1600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,25000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.682535733095323
ID3227,60.48,61,6.298941710054687,25,25,0,4,25.75,29,2,43,159.75,1,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,9,174.75,1,1,0,0,0,0,0,0,0,0,952,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,50000,I am not aware of that,NA,Non smart meter,FALSE,FALSE,-0.710507732196157
ID3228,135.84,137,47.27814858191185,25,25,0,3,47.333333333333336,57,28,57,129.33333333333334,2,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,16,191.5,1,1,1,0,1,0,0,0,0,0,3000,3,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,75000,Brick,NA,Smart meter,FALSE,FALSE,1.0499872523487492
ID3229,142.52,149,24.66968450007688,25,25,0,5,37.8,48,7,69,156,1,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),Service worker and shop and market sales worker,Own account worker,11,172.75,1,1,0,0,1,0,0,0,0,0,3000,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,75000,Cement Block,NA,Smart meter,FALSE,FALSE,0.5719228105215496
ID3230,85.56,82,10.587256490706174,25,25,0,3,59,71,33,73,138.66666666666666,3,1,2,Male,Sinhala,Buddhism,Currently married (registered),PhD,Professional,Semi government employee,16,181.25,1,1,0,0,1,0,0,0,0,0,850,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,75000,Brick,NA,Smart meter,FALSE,FALSE,0.08018696269539635
ID3231,122.96,118,14.881420183123204,25,25,0,2,59.5,59.5,56,63,159,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Own account worker,14,186,1,1,1,0,1,0,0,0,0,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,75000,Brick,NA,Smart meter,FALSE,FALSE,-0.04546307015111728
ID3232,186.48,184,27.34824796338271,25,25,0,5,42.6,29,26,66,126,3,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,42,310.5,1,1,1,1,1,0,1,0,0,1,3268,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Brick,NA,Non smart meter,FALSE,FALSE,4.0355963122744845
ID3233,104.72,100,26.14306791484121,25,25,0,5,40.4,44,15,79,111.4,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Professional,Private sector employee,35,309.06,1,1,0,1,1,0,1,0,0,1,2500,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,80000,Brick,NA,Smart meter,FALSE,FALSE,2.9558675372762
ID3234,30.84,33,7.765736711134795,25,25,0,2,62,62,60,64,149,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Own account worker,10,216.75,1,1,0,0,0,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.19638786505791023
ID3235,60.96,57,16.12833944748601,25,25,0,2,55.5,55.5,55,56,129,2,1,1,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,9,198.25,1,1,0,0,0,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,40000,Brick,NA,Smart meter,FALSE,FALSE,-0.7576067069405523
ID3236,91.76,93,9.05667341430248,25,25,0,5,47.4,55,24,65,74,5,4,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 2,Service worker and shop and market sales worker,Private sector employee,9,181.41,1,1,0,0,0,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,27000,Brick,NA,Smart meter,FALSE,FALSE,-0.9884313004980425
ID3238,172,169,26.356529867694395,25,25,0,3,50.666666666666664,61,25,66,105.33333333333331,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,35,185.5,1,1,1,0,1,0,0,1,0,1,2500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,75000,Brick,NA,Smart meter,FALSE,FALSE,2.2403288584258867
ID3239,63.72,65,10.807096433979542,25,25,0,4,15.75,16,4,27,128.875,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,11,176.25,1,1,0,0,0,0,0,0,0,0,1000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,30000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.7474020483075775
ID3240,206.2,158,99.15770267609068,25,25,0,7,27.285714285714285,24,3,54,125.71428571428572,2,4,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(O/L),Professional,Own account worker,18,195,1,1,0,0,1,0,1,0,1,0,900,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,150000,Cement Block,NA,Smart meter,FALSE,FALSE,1.1377511729358614
ID3241,81.04,80,9.95607017519128,25,25,0,2,58,58,40,76,134,1,0,2,Female,Sinhala,Buddhism,Widowed,Passed Grade 8,Service worker and shop and market sales worker,Private sector employee,12,212.25,1,1,0,0,1,0,0,0,0,0,350,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,35000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.7016510292459929
ID3242,220.04,219,37.859917238860064,25,25,0,3,62.666666666666664,62,62,64,166,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,30,323.15,1,1,1,0,1,1,1,0,0,1,1700,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,80000,Brick,NA,Smart meter,FALSE,FALSE,2.313160256681027
ID3243,25.84,20,29.48118043769618,25,25,6,5,10.8,7,1,33,151.6,0,3,2,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 12,NA,NA,8,168,1,1,0,0,0,0,0,0,0,0,408,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,100000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.5126094462579543
ID3244,92.24,94,9.079647570252934,25,25,0,5,38.4,43,6,80,140.25,1,1,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,"Legislator, senior official, and manager",Private sector employee,16,222,1,1,0,0,1,0,1,0,1,0,792,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,100000,Cement Block,NA,Smart meter,FALSE,FALSE,0.54417948198625965
ID3245,107.64,41,117.72138010290796,25,25,1,3,33,24,22,53,112,1,2,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Elementary occupation,Own account worker,4,0,0,1,0,0,0,0,0,0,0,0,400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,40000,Cement Block,NA,Non smart meter,FALSE,FALSE,-2.366776220545617
ID3246,143.32,153,52.40206738924206,25,25,2,5,48.4,49,10,72,149.6,1,2,3,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,13,210.75,1,1,0,0,1,0,1,0,0,0,1000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,80000,I am not aware of that,NA,Smart meter,FALSE,FALSE,0.129427328465619
ID3247,167.44,169,18.857094155781265,25,25,0,5,39.6,44,16,70,121.6,2,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Clerk,Private sector employee,21,211.75,1,1,0,0,1,0,1,0,1,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,75000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.6849829681066347
ID3248,168.8,168,13.811227316933133,25,25,0,5,45.4,52,19,75,129.6,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Professional,Private sector employee,21,198.31,1,1,0,0,0,0,1,0,0,0,3800,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,NA,Smart meter,FALSE,FALSE,2.616178742792411
ID3249,130.12,133,25.42197212386692,25,25,0,3,52.333333333333336,63,30,64,151,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,14,213.75,1,1,1,0,1,0,0,0,0,0,750,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,60000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.10178964871518009
ID3250,501.4,455,122.7975976963719,25,25,0,6,32.666666666666664,28,15,55,17.666666666666668,2,3,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,17,3.74,1,0,0,1,1,0,1,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,100000,Cement Block,NA,Smart meter,FALSE,TRUE,0.3909584098182939
ID3251,106.88,106,10.393587766823671,25,25,0,6,35.833333333333336,39,5,64,145.25,1,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,11,205.07,1,1,0,0,0,1,0,0,0,0,754,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,55000,Brick,NA,Smart meter,FALSE,FALSE,-0.4272755243225918
ID3252,62.8,60,17.22159497065627,25,25,0,4,46.5,46.5,31,62,154.25,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Craft and related worker,Private sector employee,17,110.75,1,1,0,0,1,0,1,0,0,0,3130.875,2,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Brick,NA,Non smart meter,FALSE,FALSE,1.0194897417989583
ID3253,221.88,226,54.66818087333801,25,25,0,4,52.75,52.5,35,71,135.5,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),NA,NA,29,251.25,1,1,0,0,1,0,1,0,1,1,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Brick,NA,Smart meter,FALSE,FALSE,3.2789632065477488
ID3254,72.96,73,9.374077732413644,25,25,0,5,22.4,22,11,40,112.5,3,3,2,Male,Sinhala,Buddhism,Separated (not legally),Passed Grade 12,Clerk,Private sector employee,12,186.5,1,1,0,0,1,0,0,0,0,0,936,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,40000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.5360151548767614
ID3255,120.72,125,40.13365171523768,25,25,0,6,17.833333333333332,14,1,39,140.83333333333334,1,3,3,Male,Indian Tamil,Other Christian denominations,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Own account worker,11,139.5,1,1,0,0,0,1,0,0,0,0,2000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,50000,Brick,NA,Non smart meter,FALSE,FALSE,-0.3021523525040213
ID3256,339.2,347,53.225933528685054,25,25,0,1,82,82,82,82,168,0,0,1,Female,Sinhala,Roman Catholicism,Widowed,Passed Grade 8,NA,NA,10,171.45,1,1,0,0,1,0,0,0,0,0,1633,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,30000,Cement Block,NA,Non smart meter,FALSE,TRUE,-0.57926306827367
ID3257,65.16,69,10.391021765607718,25,25,0,3,54.666666666666664,64,30,70,140,0,1,2,Male,Malay,Islam,Currently married (customary),Passed Grade 8,NA,NA,8,76.32,0,1,0,0,0,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,40000,Pressed soil blocks,NA,Smart meter,FALSE,FALSE,-1.400741706427366
ID3258,355.8,365,75.20638270785267,25,25,0,5,39,33,26,58,129.2,3,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Elementary occupation,Own account worker,11,177.25,1,1,0,0,1,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,50000,Cement Block,NA,Smart meter,FALSE,TRUE,-0.31284660114966123
ID3259,154.24,154,13.267378540364836,25,25,0,3,32.666666666666664,27,24,47,137.66666666666666,0,0,3,Female,Sri Lankan Tamil,Other Christian denominations,Widowed,Passed G.C.E.(O/L),NA,NA,11,172.83,1,1,0,0,1,0,1,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Brick,NA,Non smart meter,FALSE,FALSE,0.8428857139771412
ID3260,87.88,84,20.51081015789804,25,25,0,3,38.333333333333336,29,25,61,70.33333333333333,3,2,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 12,Elementary occupation,Private sector employee,19,215.5,1,1,0,0,1,0,0,0,0,0,480,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,90000,Cement Block,NA,Smart meter,FALSE,FALSE,0.4950150191917222
ID3261,121.76,118,24.619233673424255,25,25,0,6,56.333333333333336,60,21,76,153.41666666666666,1,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,"Legislator, senior official, and manager",Semi government employee,14,196.82,1,1,0,0,1,0,0,0,0,0,1848,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,NA,Smart meter,FALSE,FALSE,0.27483502321331854
ID3262,98.48,96,13.366999164609336,25,25,0,4,48.75,44,39,68,125.25,3,3,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 12,NA,NA,15,178.08,1,1,0,0,1,0,1,0,0,0,840,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,35000,Brick,NA,Smart meter,FALSE,FALSE,-0.4494320529035407
ID3263,247.56,192,97.97792268329296,25,25,0,5,46.4,45,5,79,146.2,2,1,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,21,381.83,1,1,0,0,1,0,0,0,1,1,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,40000,Cabook,NA,Smart meter,FALSE,FALSE,1.4294680363881498
ID3264,37.04,39,23.183111669201494,25,25,2,3,23.666666666666668,25,8,38,0,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Elementary occupation,Private sector employee,5,0,0,1,0,0,0,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,30000,Stones/Cube stones,NA,Non smart meter,FALSE,FALSE,-2.4632837816461075
ID3265,62.92,61,14.035431355442316,25,25,0,2,40.5,40.5,40,41,126,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Own account worker,8,171.25,1,1,0,0,0,0,0,0,1,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.7612519576778547
ID3266,151.44,155,26.99703687444235,25,25,0,6,33.666666666666664,34,3,63,127,3,2,4,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,15,191.75,1,1,0,0,1,1,0,0,1,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,125000,Cement Block,NA,Smart meter,FALSE,FALSE,1.5168561591815097
ID3267,598.52,626,165.1363376122893,25,25,0,5,42,36,4,69,127.4,3,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,43,811.12,1,1,1,0,1,0,1,0,1,1,2500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,50000,Brick,NA,Smart meter,FALSE,TRUE,5.923123807356419
ID3268,116.8,121,40.697051490249265,25,25,0,1,82,82,82,82,158,0,0,1,Female,Sinhala,Buddhism,Widowed,Passed post Graduate Degree / Diploma,NA,NA,19,240.58,1,1,1,0,1,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,70000,Brick,NA,Smart meter,FALSE,FALSE,0.8469037833185209
ID3269,80.04,84,29.94923482606303,25,25,0,2,71,71,70,72,160.5,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,5,2.25,1,1,0,0,1,0,0,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,35000,Brick,NA,Smart meter,FALSE,FALSE,-2.2056351844956263
ID3270,74.28,75,8.00791275343748,25,25,0,3,26,37,4,37,84,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),"Legislator, senior official, and manager",Private sector employee,19,190.6,1,1,0,0,0,0,0,0,0,0,1900,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,250000,Brick,NA,Smart meter,FALSE,FALSE,2.6974239367062993
ID3271,127.56,128,17.802340670072947,25,25,0,3,44.666666666666664,51,26,57,144,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,14,266.75,1,1,0,0,1,0,0,0,0,0,462,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,75000,Brick,NA,Smart meter,FALSE,FALSE,0.2216884359459025
ID3272,112.44,133,41.815148770112806,25,25,0,3,63.666666666666664,65,56,70,84,3,1,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,16,183.75,1,1,0,0,1,0,0,0,1,0,1200,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC C,50000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.028022664555917454
ID3273,86.04,83,18.313201067353937,25,25,0,5,39.2,33,23,56,134.4,1,4,1,Male,Sinhala,Buddhism,Currently married (customary),Passed Grade 10,NA,NA,10,0,0,1,0,0,0,0,0,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,20000,Cement Block,NA,Smart meter,FALSE,FALSE,-1.2788734481879818
ID3277,95.36,97,11.894956914592001,25,25,0,4,46.25,44.5,23,73,118,0,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Professional,Government employee,18,139.73,1,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.08948571009540598
ID3278,235.08,221,50.16632336538128,25,25,0,3,36.666666666666664,36,35,39,97.33333333333331,3,2,1,Male,Sinhala,Buddhism,Never married,PhD,Professional,Private sector employee,23,176.06,1,1,1,0,1,0,0,1,1,1,2800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,43000,Cement Block,NA,Smart meter,FALSE,FALSE,1.0647116191870971
ID3279,429.68,419,117.689818307844,25,25,0,4,64.25,57.5,49,93,163,2,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,"Legislator, senior official, and manager",Private sector employee,26,428.99,1,1,1,0,1,0,1,1,0,0,3700,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,NA,Smart meter,FALSE,TRUE,3.645106091579973
ID3280,104.88,114,28.853538200135297,25,25,0,2,61.5,61.5,59,64,120,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,10,190.5,1,1,0,0,1,0,1,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,I am not aware of that,NA,Smart meter,FALSE,FALSE,-0.42201715713808785
