household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID1311,81.64,67,35.566697906890376,25,25,0,7,31.571428571428573,33,4,65,107.85714285714286,3,3,4,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Technician and associate professional,Own account worker,3,8,0,1,0,0,0,0,0,0,0,0,588,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,50000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-2.2112728140762887
ID1312,73.36,71,9.754827864532857,25,25,0,2,44.5,44.5,44,45,135.5,1,1,1,Male,Sinhala,Buddhism,Currently married (customary),Passed Degree / Diploma,Service worker and shop and market sales worker,Own account worker,14,178.5,1,0,1,0,0,0,1,0,1,0,3600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.9223280353726879
ID1313,51.2,47,11.586630226256467,25,25,0,5,27.8,20,11,46,122.4,1,2,3,Female,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,4,71,0,1,0,0,0,0,0,0,0,0,500,1,"Yes, I or a household member owns it.",Twin houses,SEC B,35000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-1.9982565724040064
ID1314,163.16,157,21.00134916301014,25,25,0,6,33.333333333333336,25,8,67,146,2,2,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Own account worker,9,247,1,1,0,0,0,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-0.3653241298302272
ID1315,123.84,123,11.156761776310066,25,25,0,5,21.4,14,2,46,114.2,1,3,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,13,185.83,1,1,0,0,1,1,1,0,0,0,544.5,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,0.01861758978931627
ID1316,110.8,109,18.90987396397272,25,25,0,4,37.5,36,20,58,132,1,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 8,Technician and associate professional,Own account worker,15,228.6,1,1,0,0,1,0,0,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.4648208789869511
ID1317,57.92,56,8.779331789303026,25,25,0,4,33.75,34.5,16,50,56.25,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 4,Service worker and shop and market sales worker,Own account worker,4,70.66,0,1,0,0,0,0,0,0,0,0,300,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,60000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.8146518210667006
ID1318,25.44,23,7.68157969864706,25,25,0,5,38.6,29,22,58,102.4,2,1,4,Male,Indian Tamil,Hinduism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Elementary occupation,Own account worker,13,9,1,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,65000,I am not aware of that,Tile,Non smart meter,FALSE,FALSE,-1.1128858171150358
ID1320,69.88,69,10.505236789335116,25,25,0,2,49.5,49.5,48,51,119,0,1,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,15,193.33,1,1,0,0,1,0,0,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.45838060806509057
ID1321,199.88,202,11.185258155268478,25,25,0,3,44.666666666666664,29,27,78,131,2,1,2,Female,Sri Lankan Moor/Muslim,Islam,Widowed,Passed Grade 10,NA,NA,16,233.75,1,1,0,0,1,0,0,0,0,0,1600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,80000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.7344946991696119
ID1322,170.72,168,39.80422925603091,25,25,0,9,28.22222222222222,27,1,55,147.22222222222223,3,5,4,Male,Sri Lankan Moor/Muslim,Islam,Never married,Passed G.C.E.(O/L),Elementary occupation,Own account worker,14,178,1,1,0,0,1,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,45000,I am not aware of that,Asbestos,Non smart meter,FALSE,FALSE,-0.6682591528867841
ID1323,171.92,176,20.130656554949553,25,25,0,4,38,38.5,18,57,120,1,1,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,24,408.88,1,1,0,0,1,0,1,0,1,0,2500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,150000,Brick,Tile,Smart meter,FALSE,FALSE,3.4167877090656855
ID1324,86.85714285714286,87,17.751861069436394,25,21,0,5,16.6,6,1,36,158,1,3,2,Female,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 7,NA,NA,3,72,1,0,0,0,1,0,0,0,0,0,650,1,"Yes, I or a household member owns it.",Flat,SEC E,30000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-2.0587166815735394
ID1325,74.08,74,7.011419257183241,25,25,0,2,42,42,23,61,160,1,0,2,Female,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Craft and related worker,Own account worker,8,177,1,0,0,0,0,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Brick,Tile,Smart meter,FALSE,FALSE,0.2057367434264974
ID1326,43.04,43,5.465650312024484,25,25,0,2,69,69,63,75,100,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,NA,NA,7,87.3,1,0,0,0,0,0,0,0,1,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,20000,Brick,Tile,Non smart meter,FALSE,FALSE,-1.8041505132315496
ID1327,124.88,133,37.897141492905945,25,25,0,5,26.4,19,8,46,127.4,2,3,2,Male,Sri Lankan Tamil,Other Christian denominations,Currently married (registered),Passed Grade 10,Technician and associate professional,Private sector employee,14,167.33,1,1,0,0,0,0,1,0,0,0,2400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC E,60000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.3518746177976876
ID1328,151.4,152,18.083141320025124,25,25,0,5,43.8,49,12,83,134.6,0,3,2,Male,Sri Lankan Tamil,Hinduism,Currently married (registered),Passed Degree / Diploma,NA,NA,14,224.56,1,1,0,0,1,0,0,0,0,0,2800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,Tile,Smart meter,FALSE,FALSE,1.802378222098936
ID1329,190.48,197,25.99217831066364,25,25,0,5,29.4,17,11,55,72.6,0,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,14,232.5,1,0,1,0,0,0,0,0,0,0,400,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,70000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.04214697225156975
ID1330,182.4,184,46.21417531450713,25,25,0,4,31.75,31.5,18,46,131.25,2,2,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 10,Service worker and shop and market sales worker,Own account worker,11,175.25,1,1,0,0,1,0,0,0,0,0,544.5,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,120000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,0.02733192041291399
ID1331,41.32,36,18.649664876345632,25,25,1,5,18.6,5,1,42,153.6,1,2,3,Male,Sri Lankan Tamil,Hinduism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Own account worker,6,28.75,0,1,0,0,0,0,0,0,0,0,300,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,50000,I am not aware of that,Takaran,Non smart meter,FALSE,FALSE,-1.9961376613525257
ID1332,65.4,61,27.994046986219526,25,25,0,5,46.6,47,16,75,109.2,2,3,2,Male,Sinhala,Buddhism,Never married,Passed Grade 7,Skilled agricultural and fishery worker,Government employee,3,43,0,0,0,0,0,1,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,40000,Cement Block,Metal Sheet,Non smart meter,FALSE,FALSE,-2.2759630384350613
ID1333,176.32,176,32.784295020634495,25,25,0,7,35.714285714285715,35,6,75,135,1,4,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Own account worker,11,148.15,1,1,0,0,0,1,1,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,120000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.15795208425011642
ID1335,425.72,433,106.20087884131028,25,25,0,4,38.25,38.5,19,57,108.5,1,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Private sector employee,15,191,1,1,0,0,1,0,0,0,0,0,2500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,150000,Brick,Tile,Smart meter,FALSE,TRUE,1.570601369170331
ID1336,238.68,247,32.66715986022252,25,25,0,4,55,56.5,20,87,148.75,1,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Own account worker,23,300,1,1,1,0,1,0,1,0,1,1,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,60000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.358927152308072
ID1337,105.88,106,11.641592101884806,25,25,0,5,30.2,24,14,49,122,1,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Technician and associate professional,Own account worker,14,188.75,1,1,0,0,0,0,1,0,1,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.388734890484229
ID1338,114.48,114,8.068043959556327,25,25,0,6,36.5,37,2,72,139.16666666666666,2,2,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,17,199.93,1,1,0,0,1,0,1,0,1,0,3600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,150000,Cabook,Tile,Smart meter,FALSE,FALSE,2.2375862352360065
ID1339,81,78,12.822506255278906,25,25,0,3,49.666666666666664,54,19,76,67.33333333333333,0,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 9,NA,NA,9,115,1,1,0,0,0,0,0,0,0,0,350,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,30000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.5029651127602341
ID1340,54.92,48,22.16212986154535,25,25,0,3,59.666666666666664,67,40,72,86,1,2,1,Male,Sinhala,Roman Catholicism,Never married,Passed G.C.E.(A/L) or equivalent,Elementary occupation,Private sector employee,9,13.25,1,1,0,0,1,0,0,0,0,0,550,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,70000,Brick,Tile,Non smart meter,FALSE,FALSE,-1.5296799843279316
ID1341,15.96,14,5.877074101966046,25,25,0,2,55,55,35,75,168,0,1,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 12,NA,NA,7,12,0,1,0,0,0,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,25000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.1318155745146474
ID1342,108,105,26.686450994215523,25,25,0,6,28,21.5,10,57,112.16666666666669,2,2,4,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 4,Skilled agricultural and fishery worker,Own account worker,6,239.15,1,0,0,0,0,0,0,0,0,0,660,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC E,80000,Pressed soil blocks,Concrete,Smart meter,FALSE,FALSE,-0.39200150506790904
ID1343,112,72,87.48857068211825,25,25,0,6,44.666666666666664,44,24,64,26,3,3,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),No occupation,Private sector employee,13,89,1,1,0,0,1,0,0,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,30000,Cabook,Asbestos,Smart meter,FALSE,FALSE,-0.4676156900192074
ID1344,92.56,90,13.146862743635836,25,25,0,4,69.25,64.5,58,90,138,1,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,13,190.5,1,1,0,1,0,0,0,0,1,1,1200,2,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.3225641728423821
ID1345,284.08,272,37.70490684247874,25,25,0,8,29.5,22.5,3,68,138.75,1,3,5,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 8,Service worker and shop and market sales worker,Employer,8,186,1,1,0,0,1,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,100000,Brick,Asbestos,Non smart meter,FALSE,TRUE,-0.24943796299974885
ID1346,206.84,197,34.00818528923098,25,25,0,5,35.4,29,19,56,95.2,3,4,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 12,Service worker and shop and market sales worker,Own account worker,16,180.6,1,1,0,0,1,0,1,0,1,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,100000,Brick,Concrete,Smart meter,FALSE,FALSE,0.4961843087016124
ID1347,76.56,80,27.93754940338659,25,25,0,5,36.8,44,16,64,95.8,0,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 9,Skilled agricultural and fishery worker,Private sector employee,10,179.315,1,1,0,0,0,0,1,0,0,0,2400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,30000,I am not aware of that,Asbestos,Smart meter,FALSE,FALSE,-0.21076452428975986
ID1349,9.04,9,2.5409971795865234,25,25,0,4,39.25,39.5,24,54,136,0,3,1,Male,Sri Lankan Tamil,Other Christian denominations,Currently married (registered),Passed Degree / Diploma,NA,NA,25,229.5,1,1,0,0,0,1,0,0,0,0,875,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,150000,Brick,Tile,Non smart meter,FALSE,FALSE,1.8405659174669062
ID1350,264.6,260,22.6586995802201,25,25,0,6,41.333333333333336,43,15,76,126,1,3,3,Male,Sinhala,Buddhism,Currently married (customary),Passed Grade 10,Elementary occupation,Own account worker,11,98,0,1,0,0,0,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,80000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.22588387551809497
ID1351,143.2,142,11.302654555457314,25,25,0,5,22.2,12,6,43,125.4,1,3,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,18,197.825,1,1,0,0,1,0,1,0,0,0,1750,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC B,100000,I am not aware of that,Asbestos,Non smart meter,FALSE,FALSE,0.973521258867085
ID1352,82.12,82,10.113192703922271,25,25,0,3,53.666666666666664,65,28,68,128,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),NA,NA,6,169,1,1,0,0,1,0,0,0,0,1,600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,55000,Brick,Asbestos,Smart meter,FALSE,FALSE,-1.063590615811893
ID1353,101.8,102,8.827041784576908,25,25,0,2,68.5,68.5,67,70,168,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),NA,NA,10,220.5,1,1,0,0,1,0,0,0,0,0,750,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,60000,I am not aware of that,Asbestos,Smart meter,FALSE,FALSE,-0.3678107997700038
ID1354,224.12,218,49.616294366535136,25,25,0,1,37,37,37,37,86.5,1,1,0,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Technician and associate professional,Own account worker,21,178.63,1,1,0,0,1,0,1,0,0,1,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,140000,Cabook,Asbestos,Non smart meter,FALSE,FALSE,1.4238522709985815
ID1355,124.48,129,19.3479542415557,25,25,0,8,28.5,20,10,59,114.75,2,2,6,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 8,Craft and related worker,Private sector employee,9,130.05,1,1,0,0,1,0,0,0,0,0,475,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC D,70000,I am not aware of that,Tile,Non smart meter,FALSE,FALSE,-0.9363515309350843
ID1356,83.32,84,8.792610533851708,25,25,0,3,38.333333333333336,27,25,63,111.66666666666669,3,1,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Clerk,Private sector employee,18,233,1,1,0,0,0,0,1,0,0,0,850,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC B,80000,I am not aware of that,Concrete,Non smart meter,FALSE,FALSE,0.5623953164423783
ID1358,137.44,137,24.02443200854774,25,25,0,6,34,40.5,1,58,56,1,4,2,Male,Sri Lankan Tamil,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,19,170.99,1,1,0,0,1,1,1,0,0,0,850,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC A,55000,Cabook,Asbestos,Smart meter,FALSE,FALSE,0.03545225169302915
ID1359,82.64,80,12.130814756918294,25,25,0,1,77,77,77,77,3,0,0,1,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),NA,NA,16,186,1,1,1,0,1,1,0,0,0,1,3200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,30000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.6186925458652475
ID1360,65.56,63,18.686180276700032,25,25,0,3,54,54,52,56,132.66666666666666,3,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Elementary occupation,Own account worker,3,161,1,0,0,0,0,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,20000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.8607223713249386
ID1361,91.32,100,29.319674850402645,25,25,0,3,59.666666666666664,67,42,70,119,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Own account worker,9,45.25,0,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,70000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-1.1668829399124838
ID1362,211.4,216,37.71052019441436,25,25,0,3,42.666666666666664,55,16,57,138.66666666666666,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Elementary occupation,Own account worker,25,298.67,1,1,0,0,1,0,0,0,0,1,1680,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Brick,Asbestos,Non smart meter,FALSE,FALSE,2.012339164951544
ID1363,92.16,97,13.3843191832831,25,25,0,4,47,47.5,31,62,93.5,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,14,199.97,1,1,0,0,1,0,1,0,0,0,2200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,35000,Brick,Tile,Smart meter,FALSE,FALSE,0.1709560236383325
ID1364,161.92,165,43.032855664790205,25,25,0,5,23.2,19,13,48,106,0,1,4,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,9,178.16,1,1,0,0,1,0,1,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,50000,Cement Block,Concrete,Smart meter,FALSE,FALSE,-0.671827224531675
ID1365,42.44,48,20.357390140519815,25,25,0,4,23.5,24,8,38,139,1,1,3,Male,Sri Lankan Tamil,Roman Catholicism,Currently married (registered),Passed Grade 10,Elementary occupation,Private sector employee,6,51,1,1,0,0,0,1,0,0,0,0,500,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC D,60000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-1.6837069955914798
