household_ID,appliance_ID,appliance_type,no_of_hours_used_during_last_week
ID0049,O45_2,Mobile phone - Smart phones,
ID0049,O45_3,Mobile phone - Smart phones,
ID0049,O45_4,Mobile phone - Smart phones,
ID0050,O1_1,Refrigerator,168.0
ID0050,O8_1,Electric Blender,14.0
ID0050,O12_1,Rice cooker,14.0
ID0050,O24_1,Washing Machine,10.0
ID0050,O24_2,Washing Machine,1.0
ID0050,O26_1,Electric Iron including electric steam iron,7.0
ID0050,O31_1,TV,21.0
ID0050,O31_2,TV,4.0
ID0050,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0050,O33_2,Dialog TV / Peo TV / Satellite TV box,
ID0050,O45_1,Mobile phone - Smart phones,
ID0050,O45_2,Mobile phone - Smart phones,
ID0050,O45_3,Mobile phone - Smart phones,
ID0050,O45_4,Mobile phone - Smart phones,
ID0050,O46_1,Mobile phone - Feature phones,
ID0051,O12_1,Rice cooker,0.33
ID0051,O31_1,TV,28.0
ID0051,O45_1,Mobile phone - Smart phones,
ID0052,O1_1,Refrigerator,168.0
ID0052,O8_1,Electric Blender,0.33
ID0052,O12_1,Rice cooker,5.0
ID0052,O13_1,Electric Kettle,0.66
ID0052,O15_1,Toaster / Sandwich toaster,0.0
ID0053,O1_1,Refrigerator,163.0
ID0053,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0053,O8_1,Electric Blender,0.25
ID0053,O26_1,Electric Iron including electric steam iron,0.5
ID0053,O31_1,TV,28.0
ID0053,O32_1,TV antenna,
ID0053,O45_1,Mobile phone - Smart phones,
ID0053,O45_2,Mobile phone - Smart phones,
ID0053,O46_1,Mobile phone - Feature phones,
ID0054,O1_1,Refrigerator,168.0
ID0054,O1_2,Refrigerator,0.0
ID0054,O24_1,Washing Machine,2.0
ID0054,O31_1,TV,14.0
ID0054,O32_1,TV antenna,
ID0054,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0054,O45_1,Mobile phone - Smart phones,0.0
ID0054,O45_2,Mobile phone - Smart phones,
ID0054,O45_3,Mobile phone - Smart phones,
ID0054,O45_4,Mobile phone - Smart phones,
ID0054,O47_1,Mobile phone - Basic phones,
ID0054,O50_1,Printer,
ID0054,O59_1,CCTV camera systems,
ID0055,O1_1,Refrigerator,168.0
ID0055,O8_1,Electric Blender,0.17
ID0055,O12_1,Rice cooker,0.5
ID0055,O15_1,Toaster / Sandwich toaster,0.0
ID0055,O26_1,Electric Iron including electric steam iron,0.5
ID0055,O31_1,TV,21.0
ID0055,O32_1,TV antenna,0.0
ID0055,O34_1,Radio,
ID0055,O45_1,Mobile phone - Smart phones,3.5
ID0055,O47_1,Mobile phone - Basic phones,
ID0056,O1_1,Refrigerator,0.0
ID0056,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0056,O8_1,Electric Blender,1.75
ID0056,O12_1,Rice cooker,1.0
ID0056,O24_1,Washing Machine,2.0
ID0056,O31_1,TV,1.05
ID0056,O48_1,Fixed phones,
ID0057,O1_1,Refrigerator,168.0
ID0057,O5_1,Electric Oven,0.0
ID0057,O8_1,Electric Blender,0.25
ID0057,O12_1,Rice cooker,6.5
ID0057,O13_1,Electric Kettle,0.5
ID0057,O26_1,Electric Iron including electric steam iron,3.5
ID0057,O31_1,TV,14.0
ID0057,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0057,O34_1,Radio,
ID0057,O43_1,Laptops,7.0
ID0057,O45_1,Mobile phone - Smart phones,
ID0057,O45_2,Mobile phone - Smart phones,
ID0057,O45_3,Mobile phone - Smart phones,
ID0057,O48_1,Fixed phones,
ID0058,O1_1,Refrigerator,168.0
ID0058,O8_1,Electric Blender,0.0
ID0058,O12_1,Rice cooker,0.0
ID0058,O13_1,Electric Kettle,0.0
ID0058,O26_1,Electric Iron including electric steam iron,1.0
ID0058,O31_1,TV,21.0
ID0058,O45_1,Mobile phone - Smart phones,
ID0059,O1_1,Refrigerator,168.0
ID0059,O8_1,Electric Blender,0.3
ID0059,O12_1,Rice cooker,1.0
ID0059,O13_1,Electric Kettle,0.25
ID0059,O24_1,Washing Machine,0.3
ID0059,O25_1,Clothes dryer,1.0
ID0059,O26_1,Electric Iron including electric steam iron,1.0
ID0059,O31_1,TV,50.0
ID0059,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0059,O45_1,Mobile phone - Smart phones,0.0
ID0059,O47_1,Mobile phone - Basic phones,
ID0059,O48_1,Fixed phones,
ID0059,O70_1,Hot tub,
ID0060,O1_1,Refrigerator,48.0
ID0060,O5_1,Electric Oven,0.0
ID0060,O8_1,Electric Blender,0.33
ID0060,O12_1,Rice cooker,0.0
ID0060,O26_1,Electric Iron including electric steam iron,1.0
ID0060,O31_1,TV,16.0
ID0060,O32_1,TV antenna,0.0
ID0060,O34_1,Radio,
ID0060,O45_1,Mobile phone - Smart phones,2.0
ID0060,O47_1,Mobile phone - Basic phones,
ID0061,O1_1,Refrigerator,133.0
ID0061,O8_1,Electric Blender,0.0
ID0061,O12_1,Rice cooker,0.0
ID0061,O13_1,Electric Kettle,0.0
ID0061,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID0061,O15_1,Toaster / Sandwich toaster,0.0
ID0061,O24_1,Washing Machine,0.0
ID0061,O26_1,Electric Iron including electric steam iron,3.5
ID0061,O36_1,DVD / VCD,
ID0061,O40_1,Home theater system,
ID0061,O45_1,Mobile phone - Smart phones,
ID0061,O45_2,Mobile phone - Smart phones,
ID0061,O45_3,Mobile phone - Smart phones,
ID0061,O72_1,Emergency Light / re-chargeable torches,
ID0062,O1_1,Refrigerator,85.0
ID0062,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0062,O8_1,Electric Blender,1.75
ID0062,O15_1,Toaster / Sandwich toaster,0.0
ID0062,O24_1,Washing Machine,7.0
ID0062,O26_1,Electric Iron including electric steam iron,1.0
ID0062,O29_1,Electric water gun (used to wash cars etc.),0.0
ID0062,O31_1,TV,14.0
ID0062,O32_1,TV antenna,0.0
ID0062,O34_1,Radio,
ID0062,O45_1,Mobile phone - Smart phones,
ID0062,O46_1,Mobile phone - Feature phones,
ID0062,O67_1,Electric Sewing machine,
ID0063,O1_1,Refrigerator,168.0
ID0063,O26_1,Electric Iron including electric steam iron,0.5
ID0063,O34_1,Radio,
ID0063,O43_1,Laptops,7.0
ID0063,O45_1,Mobile phone - Smart phones,
ID0063,O45_2,Mobile phone - Smart phones,
ID0063,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0064,O1_1,Refrigerator,112.0
ID0064,O5_1,Electric Oven,0.0
ID0064,O8_1,Electric Blender,0.25
ID0064,O10_1,Electric mixer / beater,0.0
ID0064,O12_1,Rice cooker,10.5
ID0064,O13_1,Electric Kettle,1.075
ID0064,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID0064,O15_1,Toaster / Sandwich toaster,0.0
ID0064,O24_1,Washing Machine,3.025
ID0064,O26_1,Electric Iron including electric steam iron,0.5
ID0064,O27_1,Electric Vacuum Cleaner,1.0
ID0064,O31_1,TV,7.0
ID0064,O32_1,TV antenna,
ID0064,O36_1,DVD / VCD,
ID0064,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",15.0
ID0064,O42_1,Computers,70.0
ID0064,O43_1,Laptops,6.0
ID0064,O44_1,Routers,
ID0064,O45_1,Mobile phone - Smart phones,
ID0064,O45_2,Mobile phone - Smart phones,
ID0064,O45_3,Mobile phone - Smart phones,
ID0064,O45_4,Mobile phone - Smart phones,
ID0064,O48_1,Fixed phones,
ID0064,O66_1,Electric Water pump,
ID0065,O12_1,Rice cooker,1.32
ID0065,O13_1,Electric Kettle,0.33
ID0065,O26_1,Electric Iron including electric steam iron,1.0
ID0065,O31_1,TV,14.0
ID0065,O32_1,TV antenna,
ID0065,O47_1,Mobile phone - Basic phones,
ID0065,O48_1,Fixed phones,
ID0065,O66_1,Electric Water pump,
ID0066,O1_1,Refrigerator,168.0
ID0066,O4_1,Microwave,0.85
ID0066,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0066,O8_1,Electric Blender,0.58
ID0066,O9_1,Electric grinder,0.3
ID0066,O10_1,Electric mixer / beater,0.0
ID0066,O12_1,Rice cooker,1.4
ID0066,O13_1,Electric Kettle,1.75
ID0066,O15_1,Toaster / Sandwich toaster,0.33
ID0066,O16_1,Waffle maker,0.0
ID0066,O24_1,Washing Machine,9.33
ID0066,O26_1,Electric Iron including electric steam iron,1.0
ID0066,O28_1,Electric floor polisher,3.0
ID0066,O31_1,TV,2.0
ID0066,O31_2,TV,0.0
ID0066,O33_1,Dialog TV / Peo TV / Satellite TV box,0.0
ID0066,O34_1,Radio,0.0
ID0066,O35_1,Bluetooth Speakers,
ID0066,O36_1,DVD / VCD,
ID0066,O40_1,Home theater system,
ID0066,O43_1,Laptops,7.0
ID0066,O43_2,Laptops,7.0
ID0066,O44_1,Routers,
ID0066,O45_1,Mobile phone - Smart phones,0.0
ID0066,O45_2,Mobile phone - Smart phones,
ID0066,O45_3,Mobile phone - Smart phones,
ID0066,O45_4,Mobile phone - Smart phones,
ID0066,O45_5,Mobile phone - Smart phones,
ID0066,O47_1,Mobile phone - Basic phones,8.0
ID0066,O48_1,Fixed phones,
ID0066,O49_1,Power banks,
ID0066,O49_2,Power banks,
ID0066,O54_1,Hair dryer,0.0
ID0066,O56_1,Electric shavers,
ID0066,O59_1,CCTV camera systems,
ID0066,O66_1,Electric Water pump,
ID0066,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0066,O72_1,Emergency Light / re-chargeable torches,
ID0067,O1_1,Refrigerator,150.0
ID0067,O8_1,Electric Blender,1.75
ID0067,O12_1,Rice cooker,7.0
ID0067,O13_1,Electric Kettle,2.0
ID0067,O26_1,Electric Iron including electric steam iron,0.3
ID0067,O31_1,TV,7.0
ID0067,O34_1,Radio,
ID0067,O42_1,Computers,
ID0067,O45_1,Mobile phone - Smart phones,
ID0067,O45_2,Mobile phone - Smart phones,
ID0067,O59_1,CCTV camera systems,
ID0068,O1_1,Refrigerator,168.0
ID0068,O8_1,Electric Blender,0.0
ID0068,O9_1,Electric grinder,1.0
ID0068,O12_1,Rice cooker,7.0
ID0068,O20_1,Electric grill,1.0
ID0068,O24_1,Washing Machine,14.0
ID0068,O26_1,Electric Iron including electric steam iron,1.0
ID0068,O29_1,Electric water gun (used to wash cars etc.),0.0
ID0068,O31_1,TV,21.0
ID0068,O32_1,TV antenna,
ID0068,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0068,O34_1,Radio,
ID0068,O42_1,Computers,70.0
ID0068,O43_1,Laptops,56.0
ID0068,O44_1,Routers,
ID0068,O45_1,Mobile phone - Smart phones,7.0
ID0068,O45_2,Mobile phone - Smart phones,7.0
ID0068,O45_3,Mobile phone - Smart phones,7.0
ID0068,O47_1,Mobile phone - Basic phones,
ID0068,O47_2,Mobile phone - Basic phones,
ID0068,O47_3,Mobile phone - Basic phones,
ID0068,O50_1,Printer,
ID0068,O53_1,Photo Copiers,
ID0068,O68_1,Oxygen filter for fish tank,
ID0068,O72_1,Emergency Light / re-chargeable torches,
ID0069,O1_1,Refrigerator,168.0
ID0069,O8_1,Electric Blender,0.5
ID0069,O12_1,Rice cooker,1.75
ID0069,O31_1,TV,16.61
ID0069,O32_1,TV antenna,
ID0069,O43_1,Laptops,
ID0069,O44_1,Routers,7.0
ID0069,O46_1,Mobile phone - Feature phones,0.0
ID0069,O46_2,Mobile phone - Feature phones,
ID0069,O48_1,Fixed phones,
ID0070,O1_1,Refrigerator,168.0
ID0070,O8_1,Electric Blender,0.0
ID0070,O12_1,Rice cooker,7.0
ID0070,O24_1,Washing Machine,2.0
ID0070,O26_1,Electric Iron including electric steam iron,1.0
ID0070,O31_1,TV,42.0
ID0070,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0070,O45_1,Mobile phone - Smart phones,0.5
ID0070,O45_2,Mobile phone - Smart phones,0.0
ID0070,O47_1,Mobile phone - Basic phones,
ID0070,O47_2,Mobile phone - Basic phones,
ID0070,O67_1,Electric Sewing machine,
ID0071,O1_1,Refrigerator,168.0
ID0071,O8_1,Electric Blender,0.75
ID0071,O12_1,Rice cooker,2.0
ID0071,O13_1,Electric Kettle,0.66
ID0071,O15_1,Toaster / Sandwich toaster,0.75
ID0071,O24_1,Washing Machine,2.0
ID0071,O43_1,Laptops,14.0
ID0071,O44_1,Routers,
ID0071,O45_1,Mobile phone - Smart phones,
ID0071,O45_2,Mobile phone - Smart phones,
ID0071,O45_3,Mobile phone - Smart phones,
ID0072,O1_1,Refrigerator,168.0
ID0072,O8_1,Electric Blender,1.0
ID0072,O9_1,Electric grinder,0.0
ID0072,O12_1,Rice cooker,1.0
ID0072,O15_1,Toaster / Sandwich toaster,0.1
ID0072,O24_1,Washing Machine,0.33
ID0072,O26_1,Electric Iron including electric steam iron,1.0
ID0072,O31_1,TV,21.0
ID0072,O32_1,TV antenna,
ID0072,O45_1,Mobile phone - Smart phones,3.0
ID0072,O45_2,Mobile phone - Smart phones,
ID0072,O45_3,Mobile phone - Smart phones,
ID0072,O47_1,Mobile phone - Basic phones,
ID0072,O58_1,Roller door,
ID0072,O62_1,Electric Bell,
ID0073,O1_1,Refrigerator,168.0
ID0073,O5_1,Electric Oven,0.0
ID0073,O12_1,Rice cooker,4.066
ID0073,O15_1,Toaster / Sandwich toaster,0.0
ID0073,O26_1,Electric Iron including electric steam iron,0.66
ID0073,O31_1,TV,14.0
ID0073,O32_1,TV antenna,
ID0073,O34_1,Radio,0.0
ID0073,O36_1,DVD / VCD,
ID0073,O43_1,Laptops,10.0
ID0073,O45_1,Mobile phone - Smart phones,1.0
ID0073,O47_1,Mobile phone - Basic phones,
ID0073,O47_2,Mobile phone - Basic phones,
ID0074,O1_1,Refrigerator,168.0
ID0074,O8_1,Electric Blender,0.25
ID0074,O24_1,Washing Machine,5.05
ID0074,O26_1,Electric Iron including electric steam iron,0.33
ID0074,O31_1,TV,28.0
ID0074,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0074,O43_1,Laptops,7.0
ID0074,O44_1,Routers,
ID0074,O45_1,Mobile phone - Smart phones,7.0
ID0074,O45_2,Mobile phone - Smart phones,
ID0074,O45_3,Mobile phone - Smart phones,
ID0074,O47_1,Mobile phone - Basic phones,
ID0074,O48_1,Fixed phones,
ID0074,O66_1,Electric Water pump,7.0
ID0074,O68_1,Oxygen filter for fish tank,
ID0075,O1_1,Refrigerator,161.0
ID0075,O12_1,Rice cooker,3.15
ID0075,O13_1,Electric Kettle,2.1
ID0075,O26_1,Electric Iron including electric steam iron,1.3
ID0075,O31_1,TV,35.0
ID0075,O45_1,Mobile phone - Smart phones,
ID0076,O24_1,Washing Machine,2.0
ID0076,O26_1,Electric Iron including electric steam iron,1.25
ID0076,O34_1,Radio,
ID0076,O42_1,Computers,
ID0076,O45_1,Mobile phone - Smart phones,
ID0076,O45_2,Mobile phone - Smart phones,
ID0077,O1_1,Refrigerator,168.0
ID0077,O4_1,Microwave,0.0
ID0077,O5_1,Electric Oven,0.0
ID0077,O8_1,Electric Blender,1.0
ID0077,O13_1,Electric Kettle,0.0
ID0077,O15_1,Toaster / Sandwich toaster,0.0
ID0077,O24_1,Washing Machine,0.25
ID0077,O26_1,Electric Iron including electric steam iron,0.66
ID0077,O34_1,Radio,
ID0077,O45_1,Mobile phone - Smart phones,
ID0077,O45_2,Mobile phone - Smart phones,
ID0077,O62_1,Electric Bell,
ID0078,O1_1,Refrigerator,168.0
ID0078,O5_1,Electric Oven,0.0
ID0078,O8_1,Electric Blender,0.3
ID0078,O12_1,Rice cooker,1.75
ID0078,O24_1,Washing Machine,0.5
ID0078,O26_1,Electric Iron including electric steam iron,1.0
ID0078,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0078,O34_1,Radio,
ID0078,O44_1,Routers,
ID0078,O45_1,Mobile phone - Smart phones,
ID0078,O45_2,Mobile phone - Smart phones,
ID0078,O48_1,Fixed phones,
ID0079,O1_1,Refrigerator,168.0
ID0079,O4_1,Microwave,1.0
ID0079,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0079,O8_1,Electric Blender,1.0
ID0079,O12_1,Rice cooker,1.45
ID0079,O13_1,Electric Kettle,0.3
ID0079,O24_1,Washing Machine,3.0
ID0079,O26_1,Electric Iron including electric steam iron,0.45
ID0079,O27_1,Electric Vacuum Cleaner,1.0
ID0079,O30_1,Electric Lawn mower,0.0
ID0079,O31_1,TV,3.3
ID0079,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0079,O42_1,Computers,70.0
ID0079,O43_1,Laptops,14.0
ID0079,O44_1,Routers,
ID0079,O45_1,Mobile phone - Smart phones,
ID0079,O50_1,Printer,
ID0079,O58_1,Roller door,
ID0079,O59_1,CCTV camera systems,
ID0079,O62_1,Electric Bell,
ID0079,O67_1,Electric Sewing machine,
ID0080,O1_1,Refrigerator,168.0
ID0080,O8_1,Electric Blender,0.5
ID0080,O24_1,Washing Machine,3.0
ID0080,O26_1,Electric Iron including electric steam iron,4.0
ID0080,O31_1,TV,0.0
ID0080,O43_1,Laptops,3.0
ID0080,O45_1,Mobile phone - Smart phones,2.0
ID0080,O45_2,Mobile phone - Smart phones,
ID0080,O45_3,Mobile phone - Smart phones,
ID0080,O47_1,Mobile phone - Basic phones,
ID0081,O1_1,Refrigerator,168.0
ID0081,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0081,O8_1,Electric Blender,3.0
ID0081,O12_1,Rice cooker,0.0
ID0081,O13_1,Electric Kettle,0.0
ID0081,O18_1,Air fryer,0.0
ID0081,O24_1,Washing Machine,4.0
ID0081,O26_1,Electric Iron including electric steam iron,1.0
ID0081,O31_1,TV,42.0
ID0081,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0081,O34_1,Radio,
ID0081,O43_1,Laptops,7.0
ID0081,O45_1,Mobile phone - Smart phones,
ID0081,O48_1,Fixed phones,4.0
ID0081,O50_1,Printer,
ID0081,O58_1,Roller door,
ID0081,O59_1,CCTV camera systems,
ID0081,O60_1,Electric Alarm System,
ID0081,O62_1,Electric Bell,
ID0082,O1_1,Refrigerator,35.0
ID0082,O4_1,Microwave,0.0
ID0082,O5_1,Electric Oven,0.0
ID0082,O8_1,Electric Blender,0.0
ID0082,O9_1,Electric grinder,0.0
ID0082,O10_1,Electric mixer / beater,0.0
ID0082,O12_1,Rice cooker,0.0
ID0082,O13_1,Electric Kettle,0.5
ID0082,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID0082,O15_1,Toaster / Sandwich toaster,0.0
ID0082,O22_1,Electric Water filter / water dispenser,0.0
ID0082,O24_1,Washing Machine,0.5
ID0082,O26_1,Electric Iron including electric steam iron,0.25
ID0082,O31_1,TV,0.0
ID0082,O32_1,TV antenna,
ID0082,O35_1,Bluetooth Speakers,
ID0082,O36_1,DVD / VCD,0.0
ID0082,O38_1,Sound systems (Subwoofer)/Stereo,
ID0082,O39_1,Camera (that needs to be charged using electricity),
ID0082,O42_1,Computers,0.0
ID0082,O42_2,Computers,
ID0082,O43_1,Laptops,8.0
ID0082,O44_1,Routers,10.0
ID0082,O45_1,Mobile phone - Smart phones,
ID0082,O46_1,Mobile phone - Feature phones,
ID0082,O49_1,Power banks,
ID0082,O50_1,Printer,
ID0082,O54_1,Hair dryer,
ID0082,O59_1,CCTV camera systems,
ID0082,O66_1,Electric Water pump,
ID0082,O72_1,Emergency Light / re-chargeable torches,
ID0083,O1_1,Refrigerator,168.0
ID0083,O1_2,Refrigerator,0.0
ID0083,O4_1,Microwave,0.0
ID0083,O5_1,Electric Oven,0.0
ID0083,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0083,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,3.0
ID0083,O8_1,Electric Blender,1.15
ID0083,O10_1,Electric mixer / beater,0.0
ID0083,O12_1,Rice cooker,3.5
ID0083,O13_1,Electric Kettle,3.5
ID0083,O23_1,Dish washer,0.0
ID0083,O24_1,Washing Machine,1.0
ID0083,O26_1,Electric Iron including electric steam iron,1.0
ID0083,O27_1,Electric Vacuum Cleaner,1.0
ID0083,O31_1,TV,4.0
ID0083,O31_2,TV,0.0
ID0083,O32_1,TV antenna,0.0
ID0083,O34_1,Radio,
ID0083,O45_1,Mobile phone - Smart phones,
ID0083,O45_2,Mobile phone - Smart phones,
ID0083,O48_1,Fixed phones,
ID0083,O54_1,Hair dryer,
ID0083,O58_1,Roller door,
ID0083,O59_1,CCTV camera systems,
ID0083,O62_1,Electric Bell,
ID0083,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0084,O1_1,Refrigerator,168.0
ID0084,O9_1,Electric grinder,0.0
ID0084,O12_1,Rice cooker,3.5
ID0084,O12_2,Rice cooker,3.58
ID0084,O13_1,Electric Kettle,0.0
ID0084,O15_1,Toaster / Sandwich toaster,0.0
ID0084,O24_1,Washing Machine,1.0
ID0084,O26_1,Electric Iron including electric steam iron,2.0
ID0084,O31_1,TV,80.0
ID0084,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0084,O34_1,Radio,
ID0084,O43_1,Laptops,7.0
ID0084,O44_1,Routers,
ID0084,O45_1,Mobile phone - Smart phones,
ID0084,O45_2,Mobile phone - Smart phones,
ID0084,O45_3,Mobile phone - Smart phones,
ID0084,O45_4,Mobile phone - Smart phones,
ID0084,O48_1,Fixed phones,
ID0084,O54_1,Hair dryer,1.0
ID0084,O56_1,Electric shavers,
ID0084,O59_1,CCTV camera systems,
ID0084,O67_1,Electric Sewing machine,1.0
ID0084,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0085,O1_1,Refrigerator,168.0
ID0085,O12_1,Rice cooker,2.8
ID0085,O26_1,Electric Iron including electric steam iron,1.1
ID0085,O31_1,TV,21.0
ID0085,O45_1,Mobile phone - Smart phones,
ID0085,O45_2,Mobile phone - Smart phones,
ID0085,O45_3,Mobile phone - Smart phones,
ID0086,O1_1,Refrigerator,120.0
ID0086,O4_1,Microwave,0.0
ID0086,O8_1,Electric Blender,0.33
ID0086,O10_1,Electric mixer / beater,0.0
ID0086,O12_1,Rice cooker,4.0
ID0086,O13_1,Electric Kettle,3.3
ID0086,O24_1,Washing Machine,1.2
ID0086,O26_1,Electric Iron including electric steam iron,1.2
ID0086,O27_1,Electric Vacuum Cleaner,1.0
ID0086,O31_1,TV,35.0
ID0086,O32_1,TV antenna,0.0
ID0086,O34_1,Radio,
ID0086,O43_1,Laptops,3.3
ID0086,O45_1,Mobile phone - Smart phones,0.3
ID0086,O45_2,Mobile phone - Smart phones,
ID0086,O45_3,Mobile phone - Smart phones,
ID0086,O47_1,Mobile phone - Basic phones,6.0
ID0086,O49_1,Power banks,
ID0086,O62_1,Electric Bell,
ID0086,O66_1,Electric Water pump,
ID0086,O72_1,Emergency Light / re-chargeable torches,
ID0087,O1_1,Refrigerator,168.0
ID0087,O5_1,Electric Oven,0.0
ID0087,O8_1,Electric Blender,0.3
ID0087,O12_1,Rice cooker,1.0
ID0087,O12_2,Rice cooker,1.0
ID0087,O24_1,Washing Machine,1.0
ID0087,O26_1,Electric Iron including electric steam iron,2.0
ID0087,O31_1,TV,21.0
ID0087,O43_1,Laptops,3.0
ID0087,O43_2,Laptops,4.0
ID0087,O44_1,Routers,
ID0087,O45_1,Mobile phone - Smart phones,
ID0087,O45_2,Mobile phone - Smart phones,
ID0087,O45_3,Mobile phone - Smart phones,
ID0087,O48_1,Fixed phones,
ID0087,O62_1,Electric Bell,
ID0087,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0088,O1_1,Refrigerator,168.0
ID0088,O5_1,Electric Oven,0.0
ID0088,O8_1,Electric Blender,1.0
ID0088,O12_1,Rice cooker,3.5
ID0088,O13_1,Electric Kettle,2.0
ID0088,O15_1,Toaster / Sandwich toaster,0.0
ID0088,O24_1,Washing Machine,1.0
ID0088,O26_1,Electric Iron including electric steam iron,1.0
ID0088,O31_1,TV,3.0
ID0088,O45_1,Mobile phone - Smart phones,2.0
ID0088,O47_1,Mobile phone - Basic phones,
ID0088,O62_1,Electric Bell,
ID0088,O66_1,Electric Water pump,
ID0089,O1_1,Refrigerator,168.0
ID0089,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",14.0
ID0089,O8_1,Electric Blender,0.25
ID0089,O15_1,Toaster / Sandwich toaster,1.0
ID0089,O24_1,Washing Machine,1.5
ID0089,O26_1,Electric Iron including electric steam iron,1.0
ID0089,O34_1,Radio,
ID0089,O43_1,Laptops,35.0
ID0089,O44_1,Routers,
ID0089,O45_1,Mobile phone - Smart phones,
ID0089,O45_2,Mobile phone - Smart phones,
ID0089,O45_3,Mobile phone - Smart phones,
ID0089,O45_4,Mobile phone - Smart phones,
ID0089,O45_5,Mobile phone - Smart phones,
ID0089,O55_1,Hair iron / hair curlers,
ID0089,O58_1,Roller door,
ID0089,O62_1,Electric Bell,
ID0090,O1_1,Refrigerator,168.0
ID0090,O12_1,Rice cooker,4.4
ID0090,O26_1,Electric Iron including electric steam iron,0.5
ID0090,O31_1,TV,0.0
ID0090,O32_1,TV antenna,
ID0090,O34_1,Radio,
ID0090,O45_1,Mobile phone - Smart phones,2.15
ID0090,O47_1,Mobile phone - Basic phones,
ID0090,O66_1,Electric Water pump,
ID0091,O1_1,Refrigerator,110.0
ID0091,O8_1,Electric Blender,1.0
ID0091,O10_1,Electric mixer / beater,0.0
ID0091,O12_1,Rice cooker,2.3
ID0091,O12_2,Rice cooker,2.3
ID0091,O14_1,Electric water heater to heat water for drinking purposes,1.0
ID0091,O15_1,Toaster / Sandwich toaster,0.0
ID0091,O24_1,Washing Machine,0.0
ID0091,O26_1,Electric Iron including electric steam iron,0.33
ID0091,O31_1,TV,21.0
ID0091,O32_1,TV antenna,
ID0091,O43_1,Laptops,3.0
ID0091,O45_1,Mobile phone - Smart phones,1.0
ID0091,O45_2,Mobile phone - Smart phones,
ID0091,O47_1,Mobile phone - Basic phones,
ID0091,O59_1,CCTV camera systems,
ID0091,O59_2,CCTV camera systems,
ID0091,O59_3,CCTV camera systems,
ID0091,O59_4,CCTV camera systems,
ID0091,O67_1,Electric Sewing machine,
ID0091,O72_1,Emergency Light / re-chargeable torches,
